name,category,address,phone,website,base_name,base_category,base_address,base_phone,base_website,label
Mark Howell Painting Inc.,painting,320 High Tide Dr Ste 101,9046082936,https://markhowellpaintinginc.com/,"Mark Howell Painting, Inc.",painting,320 High Tide Dr #101,9048252351,https://markhowellpaintinginc.com/?utm_source=GMB&utm_medium=Website&utm_campaign=mapstakeover,1
Home Cleaning Services,cleaning_services,84 Bosco Nagar Opp .Kirstujyothi Colleget.C.Playa Main Road Bangalore 560036,09877037733,https://homecareasiapacific.com/,Home Cleaning Services,home_cleaning,Shop no 20 Near Anugrah Hospital Next To Ak Food Super Market Govinda Chetty Palya Electroniccit 560099,09877037733,https://homecareasiapacific.com/,1
Co-op Food Store,shopping_center,370 Main Street,2043259595,http://www.winklercoop.com/,Co-op at Home,appliance_store,555 N Railway Ave,+12043258777,http://www.coopathome.ca/,0
Markus Fink GmbH,car_dealer,Ladau 273,+4355138640,http://www.markusfink.at/,Markus Fink GmbH,customized_merchandise,Ladau 273,055138640,http://www.markusfink.at/,1
Cherating Firefly,tours,Cherating River,+60132152708,https://www.cheratingfirefly.com/,Cherating Bayview Resort,hotel,"Lot 367, Kampong Cherating Lama",+6095819248,http://www.cheratingbayviewresort.com/,0
Bounce - A - Bout,bounce_house_rental,Lushes Bungalpw,08002980079,http://www.bounceabout.me.uk/,Bounceabout,bounce_house_rental,Lushes Bungalow,07527113664,http://www.bounceabout.me.uk/,1
Health Care Physicians Profile 6,,"3rd Floor, Rajapushpa Business Center, Kondapur",04048687888,https://creativesol.com/?utm_j=book,Health Care Physicians Profile 7,,"3rd Floor, Rajapushpa Business Center, Kondapur",06194420600,https://creativesol.com/?utm_j=book,0
U-Haul Moving & Storage of Bel Air,truck_rentals,200 W I65 Service Rd S,2513437101,https://www.uhaul.com/Locations/Self-Storage-near-Mobile-AL-36608/778067/?utm_source=Bing&utm_medium=primary&utm_campaign=listingmanagement&utm_content=778067,U-Haul Moving & Storage of Bel Air,truck_rentals,200 W i65 Service Rd S,2513437101,https://www.uhaul.com/Locations/Self-Storage-near-Mobile-AL-36608/778067/,1
Walmart,pharmacy,3105 Grand Ave,5152331736,http://www.walmart.com/store/749-ames-ia/pharmacy,Walmart,retail,3015 Grand Ave,5152331345,,1
Gone Junkin' Vegas,b2b_cleaning_and_waste_management,849 Via Del Castello St,7029035137,https://gonejunkinvegas.com/,Gone Junkin' Vegas,b2b_cleaning_and_waste_management,849 via del castello,7029035137,http://gonejunkinvegas.com/,1
Smith Lawn and Tree,landscaping,3200 Handley Ederville Rd,+18179212222,http://www.smithlawnandtree.com/,Smith Lawn and Tree,tree_services,3200 Handley Ederville Rd,8179212222,https://smithdfw.com/,1
Saratoga Convention and Tourism Bureau,travel_services,60 Railroad Pl,+15185841531,https://www.discoversaratoga.org,Saratoga Arms,venue_and_event_space,497 Broadway,5185841775,,0
Walmart Photo Center,event_photography,3400 55th St NW,+15072808270,https://www.walmart.com/store/1971/rochester-mn/details,Walmart,photography_store_and_services,3400 55th St NW,5072808270,https://www.walmart.com/store/1971-rochester-mn/,0
Mequon Ace Hardware,retail,11001 N Port Washington Rd,2622418800,http://www.mequonacehardware.com/,Mequon Ace Hardware,retail,11001 N Port Washington Rd,2622418800,http://www.acehardware.com/mystore/index.jsp?store=15468&cid=localstore15468,1
Bill's Bluewater Restaurant,restaurant,100 Bluewater Pkwy,+442080545400,https://bills-website.co.uk/restaurants/bluewater-shopping-centre,Bill's Bluewater Restaurant,british_restaurant,"Bluewater, Bluewater Parkway",02045126671,https://bills-website.co.uk/restaurants/bluewater-shopping-centre,1
Atlantis Regency East,retirement_home,157 Atlantis Blvd,+15619688627,,Atlantis Med Spa,medical_spa,180 John F Kennedy Dr Ste 250,5619358000,https://atlantismedspa.com/,0
JE Carriers,freight_and_cargo_service,6320 Capital Blvd,+18552497667,https://nvcarriers.com/,JE Carriers Auto Transport,travel,6320 Capital Blvd,9199177030,http://jecarriers.com/,1
Bar 91,pub,91 Candleriggs,+441414064562,http://bar91.co.uk/,Bar Espagnol,tapas_bar,"Merchant Square, 71 Albion Street",+101415523400,http://bar-espagnol.placestars.com/,0
Discount Tire,tire_dealer_and_repair,24202 Cinco Ranch Blvd,+12813925444,https://www.discounttire.com/store/tx/katy/s/1750,Discount Tire® Store,tire_shop,24202 Cinco Ranch Blvd,2813925444,http://www.discounttire.com/dtcs/home.do,1
Monee-Peotone Heating & Air,home_improvement_store,5357 W Court St,7085343825,,Monee-Peotone Heating & Air,home_improvement_store,5357 W Court St,7085343825,https://moneepeotoneheatingandair.com/,1
Spivey Station Women's Center,diagnostic_imaging,7823 Spivey Station Blvd,6783644444,http://www.southernregional.org/About-Us/Spivey-Station.aspx,Spivey Station Physicians Center,doctor,7823 Spivey Station Blvd,8332759355,https://medicaloffice.welltower.com/7823-spivey-station-boulevard,0
Neste Express,gas_station,Porlammintie 1,020080100,https://asemat.neste.fi/neste-express-lapinjarvi,Neste Truck,gas_station,Porlammintie 1,020080100,http://neste.fi/,0
Cannington Haunted Attraction,haunted_house,91 Elliot St,+16139226984,http://www.canningtonhaunt.com/,Cannington Arena,stadium_arena,95 Elliot St,+17054322582,http://townshipofbrock.ca/community-informationevents/arenas/,0
The Iowa Clinic West Des Moines Campus,public_health_clinic,5950 University Ave,5158759000,,The Iowa Clinic Dermatology - West Des Moines Campus,dermatologist,5950 University Ave,5158759766,https://www.iowaclinic.com/locations/the-iowa-clinic-west-des-moines-campus/dermatology-west-des-moines-campus/?utm_source=bing&utm_medium=yext,0
LiftOne Hickory,industrial_equipment,1201 Highway 70 W,8284647045,https://www.liftone.net/locations/hickory-north-carolina/,LiftOne,industrial_equipment,1201 Highway 70 W,8284647045,https://www.liftone.net/locations/hickory-north-carolina/,1
WellStar Pharmacy at Kennestone Hospital,pharmacy,677 Church St NE,7707939300,https://www.wellstar.org/locations/pages/wellstar-pharmacy-kennestone-hospital.aspx,Wellstar,medical_center,677 Church St NE,7707935000,https://www.wellstar.org/locations/pages/wellstar-kennestone-hospital.aspx,0
Grupo LM,,Avenida Insurgentes Sur 1855,+525632512859,https://lmprestige.com.mx/todos-los-productos/?product-page=4,Grupo neonpoxy,,Pachuca,+525538871344,,0
B.A.R.E. Essentials Spa - Laser Hair Removal,laser_hair_removal,9 Amy Croft Drive,5199967335,https://www.bareessentialsspa.com/,B.A.R.E. Essentials Spa,laser_hair_removal,9 Amy Croft Dr,5199967335,https://www.bareessentialsspa.com/,1
South Pasadena Planning & Building,public_and_government_association,1414 Mission St,+16264037220,https://www.southpasadenaca.gov/visitors/contact-us,South Pasadena Review,media_news_company,800 Foothill Blvd,+16267926397,http://www.southpasadenareview.com/,0
"Adam J. Rubinstein, MD, FACS",cosmetic_surgeon,2999 NE 191st St PH6,3053402191,http://www.dr-rubinstein.com/,"Adam J. Rubinstein, MD, FACS",cosmetic_surgeon,2999 NE 191st St Ph 6,3053402191,https://www.dr-rubinstein.com/,1
Giant RV ( Downey ),recreational_vehicle_dealer,"11111 Florence Ave., Downey, CA",5624454838,https://giantrv.com/,Giant RV - Downey,recreational_vehicle_dealer,11111 Florence Ave,5624454838,https://www.giantrv.com/,1
Manitou Springs Post Office,post_office,307 Park Ave,+17196854407,https://tools.usps.com/find-location.htm?y_source=1_MzM3ODc3NS00NDAtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D&searchRadius=10&address=80829&locationType=po,Manitou Springs Real Estate,real_estate,727 Manitou Ave,+17196850220,http://www.ManitouSprings.com/,0
My Garage Ventura,motorcycle_repair,11107 Violeta St,+18059836400,http://www.mygarageventura.com/,My Garage Ventura,motorcycle_dealer,11107 Violeta St,8059836400,https://mygarageventura.com/,1
Lemon & Lavender,gift_shop,2314 Bloor Street West,4169009294,http://www.lemonandlavender.ca/,Lemon & Lavender,gift_shop,2314 Bloor Street West,4169009294,https://shop.lemonlavender.com/,1
元妙古觀,mission,,,,元妙古观 Yuanmiao Temple,structure_and_geography,西湖,,,1
IDYLLWILD BREWPUB,brewery,54423 Village Center Dr,9516590163,http://www.idyllwildbrewpub.com/,Idyllwild Pharmacy,pharmacy,54391 Village Center Dr Ste 6,9516592135,http://www.mygnp.com/store-locator,0
Providence Queen of the Valley Medical Center Minimally Invasive Surgery,surgeon,1000 Trancas St,7072524411,https://www.providence.org/locations/norcal/queen-of-the-valley/minimally-invasive-surgery?ls=location&y_source=1_MjQxOTM2MzYtNzE1LWxvY2F0aW9uLndlYnNpdGU=,Providence Queen of the Valley Medical Center Minimally Invasive Surgery,surgeon,1000 Trancas St,7072524411,https://www.providence.org/locations/norcal/queen-of-the-valley/minimally-invasive-surgery?ls=location&y_source=1_MjQxOTM2MzYtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,1
Grove City Pediatrics,,201 Erie St,7244588044,https://www.ahn.org/,Grove City Creative Images,printing_services,236 Blair St,+17244500343,http://gccreativeimages.com,0
Progressive Computing,it_service_and_computer_repair,51 Smart Ave,+19143753009,http://www.progressivecomputing.com/,"Progressive Computing, Inc.",information_technology_company,51 Smart Ave Ste 200,9143753009,https://www.progressivecomputing.com/,1
Sprint Store,,3701 Mckinley Pkwy Ste 1066,7168276985,http://shop.sprint.com/mysprint/shop_landing.jsp?pagename=whysprint&INTNAV=ATG:HE:WS,Sprint Store,,3701 Mckinley Pkwy,7168231787,,1
Boston's Restaurant & Sports Bar,american_restaurant,15133 Hall Rd,+15862474992,http://www.bostons.com/,Boston's Restaurant & Sports Bar,sports_bar,15133 Hall Rd,5862474992,http://www.bostons.com/,1
C&A,clothing_store,"Avenida Juiz Marco Túlio Isaac, 1119",+553132682168,http://www.cea.com.br/,CNA,language_school,Av. Arthur da Silva Bernardes 215 (Inga),3135958588,http://www.cna.com.br/,0
LifeSpa,beauty_and_spa,8310 Wilkens Blvd,+15137709824,http://www.lifetimefitness.com,Life Time,gym,8310 Wilkens Blvd,5132340660,https://www.lifetime.life/locations/oh/deerfield-township.html?utm_source=bing&utm_medium=local&utm_campaign=bing-local-club,0
Comfort Suites Near Rainbow Springs,hotel,20052 Brooks St,+13525335234,https://www.choicehotels.com/florida/dunnellon/comfort-suites-hotels/fld08?pmf=yext&mc=llyxyxpx,Comfort Suites Dunnellon near Rainbow Springs,resort,20052 Brooks St,3525335234,https://www.choicehotels.com/florida/dunnellon/comfort-suites-hotels/fld08?mc=llbillpx&pmf=local,1
BP,gas_station,11294 Us 70 Business Hwy W,9195508487,http://mybpstation.com/,BP,gas_station,11928 Us Hwy 70 W,9195508487,https://www.bp.com/en_us/bp-us.html,1
Carvoeiro Square,landmark_and_historical_building,Rua do Barranco 70,,,Carvoeiro Pharma,pharmacy,R. do Barranco nr 50,+351282041985,http://carvoeiropharma.pt/,0
Browns Cleaners Limited,dry_cleaning,571 Bronson Ave,+16132355181,http://www.brownscleaners.ca/,Browns Cleaners Limited,dry_cleaning,571 Bronson Avenue,6132355181,https://www.brownscleaners.ca/,1
Petco Dog Training,pet_groomer,125 Church St,7818266179,https://stores.petco.com/ma/pembroke/dog-training-pembroke-ma-3753.html,Petco Grooming,pet_groomer,125 Church St,7818266179,https://stores.petco.com/ma/pembroke/full-service-grooming-pembroke-ma-3753.html,0
Petco Dog Training,dog_trainer,"12960 Middlebrook Rd, Ste 520 A",3015158153,https://stores.petco.com/md/germantown/dog-training-germantown-md-1779.html,Petco,pet_groomer,"12960 Middlebrook Rd, Ste 520 A",3015158153,https://stores.petco.com/md/germantown/pet-supplies-germantown-md-1779.html,0
Bloomfield Public Library,library,200 Seneca St,+15735683626,https://www.bpl.lib.mo.us/,Bloomfield City Hall,public_and_government_association,400 N Prairie St,+15735683464,http://cityofbloomfield.info/,0
Fazoli's,italian_restaurant,439 W Coliseum Blvd,+12604713144,https://fazolis.com/stores/in-fort-wayne-439-w-coliseum-blvd-46805/?utm_source=yext&utm_medium=local&utm_campaign=website&y_source=1_MzExNzA2NS01NTktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Fazoli's,fast_food_restaurant,439 W Coliseum Blvd,2604713144,http://www.fazolis.com/,1
Galadom Lublin,real_estate,ulica Fabryczna 2,+48814450505,http://www.galadom.pl/,Galadom,pipeline_transportation,Fabryczna 2,814450505,http://www.galadom.pl/,1
Walmart Supercenter,department_store,180 River Rd,8603763254,http://www.walmart.com/store/2854-lisbon-ct,Walmart,photography_store_and_services,180 River Rd,8603768403,https://www.walmart.com/store/2854-lisbon-ct,1
Atrium Health Wake Forest Baptist Pediatric Muscular Dystrophy Association Clinic,neurologist,1 Medical Center Blvd 9th Floor,3367164101,https://www.wakehealth.edu/locations/clinics/p/pediatric-muscular-dystrophy-association-clinic,Atrium Health Wake Forest Baptist Pediatric Epilepsy Clinic,neurologist,1 Medical Center Blvd,3367164101,https://www.wakehealth.edu/locations/clinics/p/pediatric-epilepsy-clinic?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFB,0
Outpatient Surgical Services,health_and_medical,301 NW 82nd Ave,+19546938600,http://www.ossplantation.com/,Outpatient Surgical Services,gastroenterologist,301 N W 82nd Ave,9546938600,http://www.ossplantation.com/,1
Starbucks Reserve,coffee_shop,250 Vesey St 203,6466185392,http://www.starbucks.com/store/1015738/,Starbucks,coffee_shop,200 Liberty St Wfc World Financial C Enter,2125879512,,0
Titan Factory Direct,mobile_home_dealer,4120 W Wall St,4326531797,https://www.titanfactorydirect.com/locations/tx/midland,Titan Factory Direct,mobile_home_dealer,4120 W Wall St,4326992352,http://www.titanfactorydirect.com/,1
Zeytinburnu Bicibici De,cafetaria,,,,Zeytinburnu itiraf ediyor,legal_services,"112 Sok, Gül İşmerkezi Kat: 1",+102125823281,http://www.tnb.org.tr,0
Atrium Health Wake Forest Baptist Piedmont Joint Replacement Center,surgical_center,601 N Elm St 8th Floor,3368786888,https://www.wakehealth.edu/locations/clinics/p/piedmont-joint-replacement-center,Atrium Health Wake Forest Baptist Gynecology Oncology - High Point,cancer_treatment_center,404 W Westwood Ave Ste 201,3367166673,https://www.wakehealth.edu/locations/clinics/g/gynecology-oncology-high-point,0
Cape Fear Valley Diagnostic Center,diagnostic_imaging,524 Beaumont Rd,9106154845,http://www.capefearvalley.com/outpatient/cfv_diagnosticcenter.html,Cape Fear Valley Neurology,medical_center,1219 Walter Reed Rd,9106153350,http://www.capefearvalley.com/physician/search.aspx?practnam=cape+fear+valley+neurology,0
Clifton and Lewis Insurance Group,auto_insurance,38232 5th Ave,8134525382,http://cliftonlewisins.com/,Clifton And Lewis Insurance,auto_insurance,38232 5th Ave,3523530299,http://www.cliftonlewisins.com/,1
Metropolitan Neurosurgery Associates,neurologist,309 Engle St,+12015697737,http://www.mnamd.com/,Metropolitan Neurosurgery Associates,neurologist,"309 Engle Street, 726",2015697737,https://mnamd.com/dr-alfred-steinberger-m-d/,1
BP,gas_station,7430 Natural Bridge Rd,3143891616,https://www.bp.com/en_us/bp-us.html,BP,gas_station,7430 Natural Bridge Rd,3143835400,http://mybpstation.com/,1
Walmart,pharmacy,2604 N Main St,2549397664,http://www.walmart.com/store/1232-belton-tx/pharmacy,Walmart,optometrist,2604 N Main St,2549331766,https://www.walmart.com/store/1232-belton-tx/vision-center/,1
Assured Storage Jackson,self_storage_facility,444 Wiley Parker Rd,7316646464,https://assuredstorage.net/jackson/,"Assured Storage of Jackson, LLC",self_storage_facility,444 Wiley Parker Rd,7316646464,https://assuredstorage.net/jackson,1
豊田市防災学習センター,fire_department,長興寺5-17-1,+81565359716,http://www.city.toyota.aichi.jp/shisetsu/gakushu/bousaigakushucenter/,豊田市消防,fire_department,愛知県豊田市長興寺５丁目１７−１,+81565350119,http://www.city.toyota.aichi.jp/kurashi/shoubou/honbu/,0
Clínica dental Medinadent,dentist,,+34681683761,,Clínica Dental Martí Riera,dentist,"Plaça de la Concepció, 27",+34962912892,https://dentalmartiriera.com/,0
Econo Lodge,resort,108 Fm 1821,9403256961,https://www.choicehotels.com/texas/mineral-wells/econo-lodge-hotels/txm09?mc=llbillpx&pmf=local,Econo Lodge,resort,108 Fm 1821,9403256961,https://www.choicehotels.com/texas/mineral-wells/econo-lodge-hotels/txm09,1
M&T Bank ATM,atms,33 E Genesee St,8007242440,https://locations.mtb.com/ny/skaneateles/bank-branches-and-atms-skaneateles-ny-sa6973.html,M&T Bank,bank_credit_union,33 East Genesee Street,3155542220,https://locations.mtb.com/ny/skaneateles/bank-branches-and-atms-skaneateles-ny-1415.html?y_source=1_MjUwODMwMjMtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,0
"Gregory Halbur, MD",doctor,3520 Singing Hills Blvd,7122947400,https://www.mercyone.org/siouxland/provider/gregory-halbur-md-family-medicine,"Gregory Halbur, MD",doctor,3520 Singing Hills Blvd,7122947400,https://www.mercyone.org/provider/gregory-halbur-md-family-medicine,1
Farmers Insurance Bernardina Maldonado,insurance_agency,40119 Murrieta Hot Springs Rd,+19515212434,http://www.farmers.com/,Farmers Insurance - Bernardina Maldonado,auto_insurance,40119 Murrieta Hot Springs Rd,9515212434,https://agents.farmers.com/ca/murrieta/bernardina-maldonado?SourceID=AMPALFYXAG&utm_source=Powerlistings&utm_medium=Local&y_source=1_OTQ0NjYyMy03MjktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,1
Supermercado Bom Preço,supermarket,"Rua Jacarezinho, 800",+554334723263,http://supermarketgoodprice11.placeweb.site,Supermercado Paulista,supermarket,"Avenida Castelo Branco, 810",+554334722169,https://wa.me/message/FMOJA5JPRQFLD1,0
Don White’s Timonium Chrysler Dodge Jeep Ram,used_car_dealer,10300 York Rd,4107739357,https://www.donwhites.com/,Don White's Timonium Chrysler Dodge Jeep Ram,used_car_dealer,10300 York Rd,4107739357,https://www.donwhites.com/,1
B&B Hotel Hamburg-Nord,hotel,Habichtstraße 62,+49402351590,http://www.hotelbb.de/de/hamburg-nord,B&B HOTEL Hamburg-Nord,bed_and_breakfast,Habichtstr. 62/64,0402351590,https://www.hotel-bb.com/de/hotel/hamburg-nord?utm_source=vz&utm_medium=referral&utm_content=hamburg&utm_campaign=yext,1
Superior Cleaning,home_cleaning,305 Cedar Ln,+14233219573,https://www.superiorcleaningchattanooga.com/,Superior Cleaning,office_cleaning,305 S Cedar Lane,4233219573,https://www.superiorcleaningchattanooga.com/,1
UPS Access Point location,shipping_center,1116 Louisiana Ave,8007425877,https://locations.ups.com/us/en/la/neworleans/access-point-location-175262.html?utm_source=bing&utm_medium=organic&utm_campaign=rio,UPS Access Point location,shipping_center,1116 Louisiana Ave,8007425877,https://locations.ups.com/us/en/la/neworleans/access-point-location-175262.html,1
